"meantime","agent","network"
0.366198860980596,"Mave","small"
0.455705784937372,"Mave","small"
0.335894937960996,"Mave","small"
0.466111417534329,"Mave","small"
0.460691168761508,"Mave","small"
0.470667985418638,"Mave","small"
0.398731926296407,"Mave","small"
0.495314562820612,"Mave","small"
0.498392398892637,"Mave","small"
0.394174820446005,"Mave","small"
0.192683354516998,"Mave","small"
0.369376129196175,"Mave","small"
0.489455752808289,"Mave","small"
0.550517476192229,"Mave","small"
0.407796967830793,"Mave","small"
0.538494883648036,"Mave","small"
0.249723541027564,"Mave","small"
0.584720306540094,"Mave","small"
0.465265652828696,"Mave","small"
0.406219739618716,"Mave","small"
0.437085484541224,"Mave","small"
0.423035857651582,"Mave","small"
0.449502132544441,"Mave","small"
0.599070628869576,"Mave","small"
0.470361851926073,"Mave","small"
0.508657749613042,"Mave","small"
0.52005087296193,"Mave","small"
0.413931467689528,"Mave","small"
0.478198832344352,"Mave","small"
0.401830243777173,"Mave","small"
0.479153597163877,"Mave","small"
0.287295597535475,"Mave","small"
0.386708867605665,"Mave","small"
0.49204510808383,"Mave","small"
0.607937776575494,"Mave","small"
0.467385658078004,"Mave","small"
0.386965085742791,"Mave","small"
0.223689373723226,"Mave","small"
0.567420985599345,"Mave","small"
0.521288493788338,"Mave","small"
0.451509158963055,"Mave","small"
0.396220760353885,"Mave","small"
0.51852424186743,"Mave","small"
0.38888886084402,"Mave","small"
0.490678111976065,"Mave","small"
0.360779721969839,"Mave","small"
0.533250986580438,"Mave","small"
0.545288378737732,"Mave","small"
0.48899302684175,"Mave","small"
0.427557274525218,"Mave","small"
0.444068000380409,"Mave","small"
0.522619238963479,"Mave","small"
0.472902335337422,"Mave","small"
0.447184775030249,"Mave","small"
0.404720531369725,"Mave","small"
0.499675151585206,"Mave","small"
0.329125625511087,"Mave","small"
0.526715738173128,"Mave","small"
0.49260914057368,"Mave","small"
0.44632799531221,"Mave","small"
0.293234634318962,"Mave","small"
0.456601810127542,"Mave","small"
0.410887516226433,"Mave","small"
0.447656718300145,"Mave","small"
0.392621868875264,"Mave","small"
0.446229806819637,"Mave","small"
0.351994968339699,"Mave","small"
0.598096425074908,"Mave","small"
0.349167284805766,"Mave","small"
0.499675489570019,"Mave","small"
0.369003240772223,"Mave","small"
0.320598986187805,"Mave","small"
0.590553856998001,"Mave","small"
0.381233996197335,"Mave","small"
0.31043035852576,"Mave","small"
0.420340253852167,"Mave","small"
0.502310773262508,"Mave","small"
0.369676461385582,"Mave","small"
0.327558515269288,"Mave","small"
0.425108067550311,"Mave","small"
0.528633181965912,"Mave","small"
0.329798440358121,"Mave","small"
0.43798531087954,"Mave","small"
0.406260515829608,"Mave","small"
0.547486344580237,"Mave","small"
0.385234111170056,"Mave","small"
0.546327763848143,"Mave","small"
0.432085415460447,"Mave","small"
0.380667913037701,"Mave","small"
0.467261932675014,"Mave","small"
0.433287802417367,"Mave","small"
0.431919896423114,"Mave","small"
0.53216986712631,"Mave","small"
0.396421860082637,"Mave","small"
0.447947697363398,"Mave","small"
0.366121183401054,"Mave","small"
0.575323587419717,"Mave","small"
0.607587961865813,"Mave","small"
0.343049809995661,"Mave","small"
0.481672633270261,"Mave","small"
0.499623705344313,"Mave","small"
0.425743401120772,"Mave","small"
0.524970221993799,"Mave","small"
0.563613764354918,"Mave","small"
0.343575251336138,"Mave","small"
0.497981035792949,"Mave","small"
0.379604116613539,"Mave","small"
0.504490217811052,"Mave","small"
0.258643079394194,"Mave","small"
0.341585934556919,"Mave","small"
0.379223434108357,"Mave","small"
0.338928460329369,"Mave","small"
0.408864345381779,"Mave","small"
0.148174594027987,"Mave","small"
0.491892978147667,"Mave","small"
0.363439040379907,"Mave","small"
0.39698940090149,"Mave","small"
0.447059930351698,"Mave","small"
0.407678546486742,"Mave","small"
0.547667541544727,"Mave","small"
0.540962220115025,"Mave","small"
0.550165783091261,"Mave","small"
0.535714287028993,"Mave","small"
0.442356459039104,"Mave","small"
0.508447112065158,"Mave","small"
0.406126821250916,"Mave","small"
0.2786154888902,"Mave","small"
0.495510641547968,"Mave","small"
0.410123120874574,"Mave","small"
0.440169040814147,"Mave","small"
0.564064791424348,"Mave","small"
0.41502614888231,"Mave","small"
0.490559487903718,"Mave","small"
0.366174480098457,"Mave","small"
0.452268317204944,"Mave","small"
0.535199295770559,"Mave","small"
0.428213704156636,"Mave","small"
0.491990494871128,"Mave","small"
0.42793918336953,"Mave","small"
0.454469288113059,"Mave","small"
0.543391795637764,"Mave","small"
0.502668041416221,"Mave","small"
0.375573345689989,"Mave","small"
0.396322248849668,"Mave","small"
0.474760408239643,"Mave","small"
0.522942991960618,"Mave","small"
0.387005722266622,"Mave","small"
0.440272802834652,"Mave","small"
0.426835187521826,"Mave","small"
0.449100910384518,"Mave","small"
0.389495405681547,"Mave","small"
0.445747106735503,"Mave","small"
0.502965717444705,"Mave","small"
0.312686672609474,"Mave","small"
0.458674196983944,"Mave","small"
0.475456108832533,"Mave","small"
0.416989121720218,"Mave","small"
0.543579746813778,"Mave","small"
0.311756306488881,"Mave","small"
0.589486723337481,"Mave","small"
0.512147378803205,"Mave","small"
0.472920357867635,"Mave","small"
0.511138246689724,"Mave","small"
0.375097312763632,"Mave","small"
0.30953646309574,"Mave","small"
0.495770097783077,"Mave","small"
0.300987959335851,"Mave","small"
0.375487180078337,"Mave","small"
0.434865316370306,"Mave","small"
0.365127130462731,"Mave","small"
0.439440997685432,"Mave","small"
0.416415717139549,"Mave","small"
0.460919839602086,"Mave","small"
0.584195354704484,"Mave","small"
0.538446717283958,"Mave","small"
0.501039668461977,"Mave","small"
0.531135169959237,"Mave","small"
0.378578336251693,"Mave","small"
0.518509251225046,"Mave","small"
0.500538543269918,"Mave","small"
0.442852458592889,"Mave","small"
0.523765409961423,"Mave","small"
0.191281687648554,"Mave","small"
0.522644798214065,"Mave","small"
0.586014323136395,"Mave","small"
0.489615527559117,"Mave","small"
0.384026289948887,"Mave","small"
0.422292242852321,"Mave","small"
0.177207771420269,"Mave","small"
0.376465680883761,"Mave","small"
0.473346793074725,"Mave","small"
0.305129354956639,"Mave","small"
0.45316275557893,"Mave","small"
0.43955284372203,"Mave","small"
0.589889667108076,"Mave","small"
0.345911134732277,"Mave","small"
0.607663357043318,"Mave","small"
0.478993816637988,"Mave","small"
0.430429774660315,"Mave","small"
0.392129161830065,"Mave","small"
0.387444966183513,"Mave","small"
0.405805322261414,"Mave","small"
0.346477500086667,"Mave","small"
0.338077580162283,"Mave","small"
0.522376625002906,"Mave","small"
0.306369233634821,"Mave","small"
0.358964174625663,"Mave","small"
0.487190790731211,"Mave","small"
0.446146257818537,"Mave","small"
0.468726391136853,"Mave","small"
0.500555501435842,"Mave","small"
0.569514495095263,"Mave","small"
0.527906377778144,"Mave","small"
0.214516793337067,"Mave","small"
0.470983057526841,"Mave","small"
0.475876093751638,"Mave","small"
0.60147337697138,"Mave","small"
0.495798450452191,"Mave","small"
0.442097176143686,"Mave","small"
0.463734360591839,"Mave","small"
0.357986263677582,"Mave","small"
0.288108510801123,"Mave","small"
0.570764254182997,"Mave","small"
0.4327004780775,"Mave","small"
0.533454059211109,"Mave","small"
0.330585069512509,"Mave","small"
0.209954152538113,"Mave","small"
0.44861150857633,"Mave","small"
0.381177061155999,"Mave","small"
0.422858922406266,"Mave","small"
0.329698149914342,"Mave","small"
0.499119120095321,"Mave","small"
0.387389247363687,"Mave","small"
0.528741148312205,"Mave","small"
0.513365429191447,"Mave","small"
0.583786463169838,"Mave","small"
0.540823981906998,"Mave","small"
0.245848803793846,"Mave","small"
0.232526910879194,"Mave","small"
0.48020948132433,"Mave","small"
0.472537794220438,"Mave","small"
0.563302197748209,"Mave","small"
0.539769331748431,"Mave","small"
0.568002424671412,"Mave","small"
0.463870045807912,"Mave","small"
0.430908820104349,"Mave","small"
0.600812925879676,"Mave","small"
0.559904710182568,"Mave","small"
0.25007544129256,"Mave","small"
0.423471731782991,"Mave","small"
0.53919606612726,"Mave","small"
0.567124091039479,"Mave","small"
0.4823365559755,"Mave","small"
0.500810517516179,"Mave","small"
0.519481793979715,"Mave","small"
0.392779217455122,"Mave","small"
0.533799851334137,"Mave","small"
0.307963623840065,"Mave","small"
0.344304391314158,"Mave","small"
0.601993660211651,"Mave","small"
0.552517019386016,"Mave","small"
0.330623639595818,"Mave","small"
0.520312561321884,"Mave","small"
0.507223527597264,"Mave","small"
0.283224788495067,"Mave","small"
0.283352058594761,"Mave","small"
0.388707038946425,"Mave","small"
0.338835790644854,"Mave","small"
0.563235629953674,"Mave","small"
0.527735979314854,"Mave","small"
0.406375625879646,"Mave","small"
0.389121838209731,"Mave","small"
0.545025040974201,"Mave","small"
0.280082724522541,"Mave","small"
0.464013065474254,"Mave","small"
0.284730681728805,"Mave","small"
0.439143100056719,"Mave","small"
0.507406575007946,"Mave","small"
0.484297659719238,"Mave","small"
0.381480247888103,"Mave","small"
0.227269281066641,"Mave","small"
0.399103677556129,"Mave","small"
0.314367660278452,"Mave","small"
0.322110196741712,"Mave","small"
0.27207572040763,"Mave","small"
0.435117619412043,"Mave","small"
0.385138626084767,"Mave","small"
0.338162854192009,"Mave","small"
0.494498574329261,"Mave","small"
0.549057391210562,"Mave","small"
0.452577189227739,"Mave","small"
0.334827762136687,"Mave","small"
0.510156422483169,"Mave","small"
0.30594637375218,"Mave","small"
0.49302007784836,"Mave","small"
0.448947585518165,"Mave","small"
0.458942907078393,"Mave","small"
0.475135754399083,"Mave","small"
0.485771524142826,"Mave","small"
0.358529461673249,"Mave","small"
0.408245901135602,"Mave","small"
0.461663117001479,"Mave","small"
0.603377970560182,"Mave","small"
0.61474037378396,"Mave","small"
0.422836484484726,"Mave","small"
0.471469849730582,"Mave","small"
0.45274196544599,"Mave","small"
0.439434845714194,"Mave","small"
0.26250965349458,"Mave","small"
0.471148104218802,"Mave","small"
0.474584904434029,"Mave","small"
0.331019476552699,"Mave","small"
0.306582496982811,"Mave","small"
0.529772133828923,"Mave","small"
0.522188037880101,"Mave","small"
0.383366885262437,"Mave","small"
0.331651057239642,"Mave","small"
0.419208652632741,"Mave","small"
0.35674844904257,"Mave","small"
0.47207925025238,"Mave","small"
0.362105847964822,"Mave","small"
0.229470075980954,"Mave","small"
0.484251825815598,"Mave","small"
0.341091369081125,"Mave","small"
0.527499016447032,"Mave","small"
0.445944618203888,"Mave","small"
0.520012940636612,"Mave","small"
0.553320621027757,"Mave","small"
0.520936626689378,"Mave","small"
0.449455164979305,"Mave","small"
0.398580000161658,"Mave","small"
0.337561649310283,"Mave","small"
0.310361947337183,"Mave","small"
0.390054131500785,"Mave","small"
0.336738000723105,"Mave","small"
0.260070847513876,"Mave","small"
0.560996339115797,"Mave","small"
0.596742594651994,"Mave","small"
0.243460340406706,"Mave","small"
0.294521406164025,"Mave","small"
0.408549451391112,"Mave","small"
0.263977602488282,"Mave","small"
0.352034171245895,"Mave","small"
0.506397664575866,"Mave","small"
0.354836460094799,"Mave","small"
0.309228172652803,"Mave","small"
0.576715906111476,"Mave","small"
0.370571556474562,"Mave","small"
0.570376318417053,"Mave","small"
0.447900812120191,"Mave","small"
0.666051627575515,"Mave","small"
0.310009174008144,"Mave","small"
0.459019266784925,"Mave","small"
0.350966886582236,"Mave","small"
0.471649982397075,"Mave","small"
0.599656471750964,"Mave","small"
0.478767003460782,"Mave","small"
0.493452958723078,"Mave","small"
0.199367253403729,"Mave","small"
0.321006324901205,"Mave","small"
0.433866764002936,"Mave","small"
0.363386536887264,"Mave","small"
0.365672789695483,"Mave","small"
0.336804808478008,"Mave","small"
0.339016942140839,"Mave","small"
0.374907534992496,"Mave","small"
0.422540070786839,"Mave","small"
0.4903659705406,"Mave","small"
0.48456532853524,"Mave","small"
0.480871147868963,"Mave","small"
0.4704157076147,"Mave","small"
0.52442148088872,"Mave","small"
0.466060028381948,"Mave","small"
0.433199741628229,"Mave","small"
0.367762948301189,"Mave","small"
0.407715655215613,"Mave","small"
0.343572888526326,"Mave","small"
0.494512738313588,"Mave","small"
0.401187668439185,"Mave","small"
0.377732087520304,"Mave","small"
0.520577353825527,"Mave","small"
0.509040412841692,"Mave","small"
0.474656828633206,"Mave","small"
0.595630200292538,"Mave","small"
0.516952797018464,"Mave","small"
0.302137018358581,"Mave","small"
0.552825393365639,"Mave","small"
0.359881021211484,"Mave","small"
0.422957782391182,"Mave","small"
0.363706782532674,"Mave","small"
0.565762948728213,"Mave","small"
0.54295345686684,"Mave","small"
0.58799312264767,"Mave","small"
0.434115952140513,"Mave","small"
0.39115584400351,"Mave","small"
0.55249892675054,"Mave","small"
0.352766674031733,"Mave","small"
0.429670697372152,"Mave","small"
0.640174881410372,"Mave","small"
0.553294660685812,"Mave","small"
0.539814524721991,"Mave","small"
0.305731014123242,"Mave","small"
0.573778956109191,"Mave","small"
0.402734691222388,"Mave","small"
0.330101980848797,"Mave","small"
0.509253214415528,"Mave","small"
0.488995729909888,"Mave","small"
0.420153936259497,"Mave","small"
0.454019665378077,"Mave","small"
0.496437068787434,"Mave","small"
0.49452244925498,"Mave","small"
0.509524861952439,"Mave","small"
0.654908346317568,"Mave","small"
0.458378336265489,"Mave","small"
0.41825568576251,"Mave","small"
0.463694745939722,"Mave","small"
0.466882124559884,"Mave","small"
0.316355866587826,"Mave","small"
0.456823533935336,"Mave","small"
0.422151826784389,"Mave","small"
0.572956286834791,"Mave","small"
0.264371375103311,"Mave","small"
0.606033666579711,"Mave","small"
0.214381076693743,"Mave","small"
0.332300202461078,"Mave","small"
0.586565298861882,"Mave","small"
0.507495069271905,"Mave","small"
0.316349090613087,"Mave","small"
0.396368565422306,"Mave","small"
0.312571860060107,"Mave","small"
0.526621198387585,"Mave","small"
0.413165957613055,"Mave","small"
0.453940847144778,"Mave","small"
0.592138515085142,"Mave","small"
0.532725423301956,"Mave","small"
0.395852862072647,"Mave","small"
0.452628676181114,"Mave","small"
0.607213847365994,"Mave","small"
0.53557668247194,"Mave","small"
0.304756904625932,"Mave","small"
0.435243831453443,"Mave","small"
0.450167391033495,"Mave","small"
0.431912092102612,"Mave","small"
0.441150612891561,"Mave","small"
0.5772687539131,"Mave","small"
0.578334690082662,"Mave","small"
0.391693318603183,"Mave","small"
0.478044531933664,"Mave","small"
0.435771856522216,"Mave","small"
0.516481551310735,"Mave","small"
0.346477451844256,"Mave","small"
0.254020611787486,"Mave","small"
0.379517758291197,"Mave","small"
0.391052553699943,"Mave","small"
0.496638973492766,"Mave","small"
0.580066062578496,"Mave","small"
0.568409158014967,"Mave","small"
0.324380859241693,"Mave","small"
0.308615783908292,"Mave","small"
0.343162849216544,"Mave","small"
0.412826783631359,"Mave","small"
0.537784774603315,"Mave","small"
0.290851395228386,"Mave","small"
0.474433985712522,"Mave","small"
0.580933479748922,"Mave","small"
0.295573473537898,"Mave","small"
0.522701673116408,"Mave","small"
0.318153982105207,"Mave","small"
0.367132447461038,"Mave","small"
0.49964406119128,"Mave","small"
0.545225318596605,"Mave","small"
0.525887597027449,"Mave","small"
0.461745009990719,"Mave","small"
0.364121095529997,"Mave","small"
0.342909572528787,"Mave","small"
0.508340917300831,"Mave","small"
0.348766529769999,"Mave","small"
0.485642633780371,"Mave","small"
0.345371669455073,"Mave","small"
0.508918517413718,"Mave","small"
0.39933928375961,"Mave","small"
0.545902680544324,"Mave","small"
0.380603616379754,"Mave","small"
0.603114331285129,"Mave","small"
0.458852310615488,"Mave","small"
0.42585869789119,"Mave","small"
0.389375053296774,"Mave","small"
0.491928978626137,"Mave","small"
0.542943295711319,"Mave","small"
0.323435488592205,"Mave","small"
0.418344725362714,"Mave","small"
0.409583384409328,"Mave","small"
0.579030913109115,"Mave","small"
0.535773452571265,"Mave","small"
0.536631185026096,"Mave","small"
0.59271585386494,"Mave","small"
0.544836799102559,"Mave","small"
0.216040775981805,"Mave","small"
0.631788403329966,"Mave","small"
0.412428442444361,"Mave","small"
0.521070126345068,"Mave","small"
0.348974343988617,"Mave","small"
0.54651743549964,"Mave","small"
0.570196560118366,"Mave","small"
0.197473143954766,"Mave","small"
0.354181687359761,"Mave","small"
0.530083342323084,"Mave","small"
0.424164893324803,"Mave","small"
0.506702800050943,"Mave","small"
0.495298578955325,"Mave","small"
0.208026700232235,"Mave","small"
0.409190856887,"Mave","small"
0.387451668014373,"Mave","small"
0.458008330499395,"Mave","small"
0.480549814639959,"Mave","small"
0.479420046933743,"Mave","small"
0.33009486150982,"Mave","small"
0.375878264993113,"Mave","small"
0.264878232477855,"Mave","small"
0.376005611250168,"Mave","small"
0.460673122989772,"Mave","small"
0.344626697463996,"Mave","small"
0.674419184015799,"Mave","small"
0.330874151829742,"Mave","small"
0.535320488882636,"Mave","small"
0.313139639373072,"Mave","small"
0.433826359329351,"Mave","small"
0.405958634928677,"Mave","small"
0.26106034372602,"Mave","small"
0.497949326102154,"Mave","small"
0.569649602127722,"Mave","small"
0.432699347436169,"Mave","small"
0.480635132437685,"Mave","small"
0.481807884473987,"Mave","small"
0.36099655322041,"Mave","small"
0.522425252931818,"Mave","small"
0.602540526975043,"Mave","small"
0.392187161024663,"Mave","small"
0.35622496347499,"Mave","small"
0.371959138642266,"Mave","small"
0.570719790533618,"Mave","small"
0.590467274426041,"Mave","small"
0.408064873400234,"Mave","small"
0.354675080655924,"Mave","small"
0.297875274499911,"Mave","small"
0.404509121591579,"Mave","small"
0.44899769291688,"Mave","small"
0.593068837370786,"Mave","small"
0.349637211624487,"Mave","small"
0.261402071912552,"Mave","small"
0.649129410998893,"Mave","small"
0.60308629246538,"Mave","small"
0.316426693441097,"Mave","small"
0.456687027547901,"Mave","small"
0.50751930817986,"Mave","small"
0.406302652070985,"Mave","small"
0.580993557662453,"Mave","small"
0.627868883811117,"Mave","small"
0.663778739955929,"Mave","small"
0.476987834669003,"Mave","small"
0.531658169530781,"Mave","small"
0.415070889386353,"Mave","small"
0.413171904700038,"Mave","small"
0.238349124657532,"Mave","small"
0.319836950448546,"Mave","small"
0.328285272141915,"Mave","small"
0.366192126262525,"Mave","small"
0.452792345173892,"Mave","small"
0.319593802195941,"Mave","small"
0.394965163321567,"Mave","small"
0.513802514253328,"Mave","small"
0.641940320779093,"Mave","small"
0.502165767086504,"Mave","small"
0.491712143644085,"Mave","small"
0.547723924453334,"Mave","small"
0.560024149613474,"Mave","small"
0.443120024556007,"Mave","small"
0.475902131551293,"Mave","small"
0.527435336505479,"Mave","small"
0.460526308788495,"Mave","small"
0.628934720135573,"Mave","small"
0.648803066448972,"Mave","small"
0.501749652809303,"Mave","small"
0.320250352978397,"Mave","small"
0.38093837787349,"Mave","small"
0.271091678687047,"Mave","small"
0.295161032704511,"Mave","small"
0.401331256480721,"Mave","small"
0.358554981759718,"Mave","small"
0.282381569449695,"Mave","small"
0.475112409049064,"Mave","small"
0.373111371997635,"Mave","small"
0.664545211903705,"Mave","small"
0.431131027655347,"Mave","small"
0.425354275693725,"Mave","small"
0.408446985944337,"Mave","small"
0.359370100904276,"Mave","small"
0.279684904699679,"Mave","small"
0.58418924569132,"Mave","small"
0.600373351536637,"Mave","small"
0.454033503785753,"Mave","small"
0.399746807423392,"Mave","small"
0.210944715151742,"Mave","small"
0.510684605189641,"Mave","small"
0.239858052905764,"Mave","small"
0.391946963536864,"Mave","small"
0.435540721262502,"Mave","small"
0.150777424154623,"Mave","small"
0.454036274480466,"Mave","small"
0.605081216869692,"Mave","small"
0.495256856759697,"Mave","small"
0.394891258444934,"Mave","small"
0.533370487673244,"Mave","small"
0.379924773625711,"Mave","small"
0.308565996088957,"Mave","small"
0.369760343702522,"Mave","small"
0.347190460823925,"Mave","small"
0.399008460510605,"Mave","small"
0.647380159550024,"Mave","small"
0.441069701235326,"Mave","small"
0.35329246461399,"Mave","small"
0.405921841572118,"Mave","small"
0.308139993533415,"Mave","small"
0.481481105205356,"Mave","small"
0.329935056666154,"Mave","small"
0.455361338968284,"Mave","small"
0.432610117353503,"Mave","small"
0.319320628456383,"Mave","small"
0.458034951416112,"Mave","small"
0.562743358624532,"Mave","small"
0.353517157517554,"Mave","small"
0.554852536920388,"Mave","small"
0.270571540882707,"Mave","small"
0.354138944620225,"Mave","small"
0.368844926325087,"Mave","small"
0.45062249972643,"Mave","small"
0.510634459651394,"Mave","small"
0.4628906131007,"Mave","small"
0.561769767774042,"Mave","small"
0.363474859779281,"Mave","small"
0.482020911004796,"Mave","small"
0.461345913440673,"Mave","small"
0.427829067912284,"Mave","small"
0.446660327028539,"Mave","small"
0.509988626803572,"Mave","small"
0.378241015401033,"Mave","small"
0.394927349403995,"Mave","small"
0.34092348291982,"Mave","small"
0.328029864334652,"Mave","small"
0.48631237054802,"Mave","small"
0.521300853785076,"Mave","small"
0.602803169689652,"Mave","small"
0.310695341686681,"Mave","small"
0.443537197676594,"Mave","small"
0.359300348833365,"Mave","small"
0.490903809813903,"Mave","small"
0.356661624373816,"Mave","small"
0.614658764405184,"Mave","small"
0.558477910855004,"Mave","small"
0.497201463459095,"Mave","small"
0.564965099333338,"Mave","small"
0.404589610507752,"Mave","small"
0.411330221411208,"Mave","small"
0.364951851017073,"Mave","small"
0.599760821785343,"Mave","small"
0.315524138905899,"Mave","small"
0.459478846304328,"Mave","small"
0.376828560579421,"Mave","small"
0.301362087634873,"Mave","small"
0.569387979260966,"Mave","small"
0.486615880121242,"Mave","small"
0.190831971115253,"Mave","small"
0.309594637698925,"Mave","small"
0.637492098238295,"Mave","small"
0.372734158749989,"Mave","small"
0.429962567814737,"Mave","small"
0.464390297258698,"Mave","small"
0.364500780221051,"Mave","small"
0.507456196352128,"Mave","small"
0.431020538266514,"Mave","small"
0.464747999274792,"Mave","small"
0.279233604551691,"Mave","small"
0.256415249334955,"Mave","small"
0.400435664986943,"Mave","small"
0.336108365250439,"Mave","small"
0.458976326207791,"Mave","small"
0.604387766918678,"Mave","small"
0.569382499605038,"Mave","small"
0.585212700997908,"Mave","small"
0.439552101816196,"Mave","small"
0.467887810459592,"Mave","small"
0.441989946352398,"Mave","small"
0.484427863729132,"Mave","small"
0.505210109548419,"Mave","small"
0.492865766497025,"Mave","small"
0.59216661927786,"Mave","small"
0.300973798391892,"Mave","small"
0.670261831782382,"Mave","small"
0.413248403904456,"Mave","small"
0.436826165877802,"Mave","small"
0.383107569722627,"Mave","small"
0.420474283655839,"Mave","small"
0.268600798293537,"Mave","small"
0.480283979021859,"Mave","small"
0.333169268524943,"Mave","small"
0.452385457152742,"Mave","small"
0.55417614752437,"Mave","small"
0.36152326699384,"Mave","small"
0.342254575488331,"Mave","small"
0.368837016892928,"Mave","small"
0.565763425165985,"Mave","small"
0.407349923073427,"Mave","small"
0.465786355929513,"Mave","small"
0.528322480494964,"Mave","small"
0.353107831850768,"Mave","small"
0.475348354655993,"Mave","small"
0.40395609985391,"Mave","small"
0.291087232797572,"Mave","small"
0.453526672208803,"Mave","small"
0.230300666798349,"Mave","small"
0.334889933972696,"Mave","small"
0.443499833449726,"Mave","small"
0.41123471949058,"Mave","small"
0.483789907161352,"Mave","small"
0.298256886685688,"Mave","small"
0.365250570322497,"Mave","small"
0.514760791424468,"Mave","small"
0.637822459063733,"Mave","small"
0.524215121337277,"Mave","small"
0.542109744496545,"Mave","small"
0.267414298506195,"Mave","small"
0.571375511250258,"Mave","small"
0.283953010903352,"Mave","small"
0.534107679120839,"Mave","small"
0.521501204285288,"Mave","small"
0.585759349113457,"Mave","small"
0.478867634791993,"Mave","small"
0.551467021255991,"Mave","small"
0.468460644834516,"Mave","small"
0.478259719390992,"Mave","small"
0.14534368417844,"Mave","small"
0.326069331066597,"Mave","small"
0.528889070081804,"Mave","small"
0.410846170375806,"Mave","small"
0.605925812901107,"Mave","small"
0.585503433171017,"Mave","small"
0.292258103461168,"Mave","small"
0.491173307991158,"Mave","small"
0.439886595610625,"Mave","small"
0.479254729809855,"Mave","small"
0.66177468217837,"Mave","small"
0.494417672937052,"Mave","small"
0.470760868650933,"Mave","small"
0.648646495995751,"Mave","small"
0.546129404047318,"Mave","small"
0.510251320257915,"Mave","small"
0.317171077834786,"Mave","small"
0.436361749429509,"Mave","small"
0.426467981534672,"Mave","small"
0.504064682883014,"Mave","small"
0.544802210720229,"Mave","small"
0.557720702176348,"Mave","small"
0.38116404693659,"Mave","small"
0.315360174652636,"Mave","small"
0.490966178044598,"Mave","small"
0.404824315150411,"Mave","small"
0.338787097749636,"Mave","small"
0.436083008037703,"Mave","small"
0.345559526055605,"Mave","small"
0.501600190920588,"Mave","small"
0.488647701719577,"Mave","small"
0.450251604184101,"Mave","small"
0.413230564024059,"Mave","small"
0.495605002281271,"Mave","small"
0.385725678187937,"Mave","small"
0.535973890534058,"Mave","small"
0.471158469274289,"Mave","small"
0.450157531025198,"Mave","small"
0.385186511068134,"Mave","small"
0.421078139617504,"Mave","small"
0.398524191162721,"Mave","small"
0.399256458923923,"Mave","small"
0.428219531943764,"Mave","small"
0.331866984719295,"Mave","small"
0.387362115727008,"Mave","small"
0.406364769196665,"Mave","small"
0.368618224572065,"Mave","small"
0.558669950930204,"Mave","small"
0.494731295584554,"Mave","small"
0.361935913454681,"Mave","small"
0.457835855825459,"Mave","small"
0.550982584027014,"Mave","small"
0.439658984989745,"Mave","small"
0.389206810389978,"Mave","small"
0.424929520793295,"Mave","small"
0.508489513224134,"Mave","small"
0.255979741365482,"Mave","small"
0.40502535640256,"Mave","small"
0.371937215813326,"Mave","small"
0.649559000544007,"Mave","small"
0.517493975378262,"Mave","small"
0.407832546868115,"Mave","small"
0.404541758359295,"Mave","small"
0.399412219299315,"Mave","small"
0.47776623711646,"Mave","small"
0.63773143242992,"Mave","small"
0.346929142271571,"Mave","small"
0.496444104371916,"Mave","small"
0.461266217821235,"Mave","small"
0.716732279871826,"Mave","small"
0.670662146563404,"Mave","small"
0.381271223277062,"Mave","small"
0.550648722071098,"Mave","small"
0.52410660180405,"Mave","small"
0.511864901032385,"Mave","small"
0.408297208211893,"Mave","small"
0.307482996309105,"Mave","small"
0.515591022205229,"Mave","small"
0.552902084054094,"Mave","small"
0.3542851752925,"Mave","small"
0.404338752764607,"Mave","small"
0.441273176673346,"Mave","small"
0.52929698985106,"Mave","small"
0.294591864974035,"Mave","small"
0.372015928937647,"Mave","small"
0.613495676326235,"Mave","small"
0.391306185423135,"Mave","small"
0.514852578395706,"Mave","small"
0.634000907219346,"Mave","small"
0.50571791204249,"Mave","small"
0.455568186090019,"Mave","small"
0.430344782009266,"Mave","small"
0.341821464757483,"Mave","small"
0.371978017931858,"Mave","small"
0.463144251043718,"Mave","small"
0.352664802373996,"Mave","small"
0.60321371584165,"Mave","small"
0.544207373056842,"Mave","small"
0.513009470239597,"Mave","small"
0.515593881553633,"Mave","small"
0.472612748962947,"Mave","small"
0.211182016808362,"Mave","small"
0.363697444405372,"Mave","small"
0.213061418406858,"Mave","small"
0.457604869796148,"Mave","small"
0.312860747240422,"Mave","small"
0.266439906791535,"Mave","small"
0.443687260409279,"Mave","small"
0.590695381940395,"Mave","small"
0.483759539164621,"Mave","small"
0.424717997228109,"Mave","small"
0.284602474557568,"Mave","small"
0.530186423663692,"Mave","small"
0.357236231364136,"Mave","small"
0.569396322557603,"Mave","small"
0.518663386491177,"Mave","small"
0.465193590904145,"Mave","small"
0.269100488184828,"Mave","small"
0.621124013403042,"Mave","small"
0.386558876356098,"Mave","small"
0.505038034855238,"Mave","small"
0.394128647927747,"Mave","small"
0.382028821984082,"Mave","small"
0.35349103256837,"Mave","small"
0.311096933378602,"Mave","small"
0.546573896731254,"Mave","small"
0.448492264223192,"Mave","small"
0.543118400921689,"Mave","small"
0.512741533440865,"Mave","small"
0.371755174024725,"Mave","small"
0.411553996473895,"Mave","small"
0.704651762890964,"Mave","small"
0.506947440934013,"Mave","small"
0.395713335830467,"Mave","small"
